first_name,name,call_type,call_year,host_institution,project_acronym,snsf_fis,snsf_grants_before,had_snsf_grants_before,Applicant,ApplicantNumber
Abu,SEBASTIAN,CoG,2015,IBM Research GmbH,PROJESTOR,Applicant Project funding;2014;159597;Multidimensional analysis of the dynamics of bone marrow microenvironment during inflammation,1,TRUE,Nombela-Arrieta César,536178
Florian Peter,SEEBECK,StG,2013,Universität Basel,ErgOX,Applicant Project funding;2012;147005;Enzymology of oxidative sulfur transfers||Applicant National Research Programmes (NRPs);2011;138739;Characterization and engineering of lignin:protein interactions,2,TRUE,Seebeck Florian,593164
Peter,SEEBERGER,AdG,2008,Eidgenössische Technische Hochschule Zürich,AUTOHEPARIN,Applicant Interdivisional projects;2007;120260;The Role of Glycosylphosphatidylinositol Oligosaccharides in Malaria||Applicant Project funding;2007;117889;Automated solid-phase synthesis of oligosaccharides||Applicant Project funding;2005;109555;Automated solid-phase synthesis of oligosaccharides||Applicant Interdivisional projects;2004;107651;The Role of Glycosylphosphatidylinositol Oligosaccharides in Malaria||Applicant Project funding;2003;101593;Automated solid-phase synthesis of oligosaccharides,5,TRUE,Seeberger Peter H.,502961
Matthias,SEEGER,StG,2011,Ecole Polytechnique Fédérale de Lausanne,SCALABIM,Applicant Project funding;2011;137528;Large Scale Variational Approximations to Bayesian Learning for Sparse Generalized Linear Models,1,TRUE,Seeger Matthias,591479
Sonia Isabelle,SENEVIRATNE,CoG,2013,Eidgenössische Technische Hochschule Zürich,DROUGHT-HEAT,"Co-applicant Sinergia;2011;136273;CarboCount CH: Quantifying greenhouse gas fluxes and their sensitivity to climate variations: A case study in Central Europe and Switzerland||Applicant National Research Programmes (NRPs);2009;125925;Early recognition of critical drought conditions in Switzerland - coping with shortages in soil moisture, groundwater and runoff (DROUGHT-CH)||Applicant Project funding;2007;120289;SwissSMEX: The Swiss Soil Moisture Experiment",3,TRUE,Seneviratne Sonia,542160
Nava,SETTER,AdG,2010,Ecole Polytechnique Fédérale de Lausanne,MOBILE-W,Applicant Project funding;2010;132724;Ferroelectric field effect control of ferromagnetism: from modulation to deterministic switching||Applicant Project funding;2009;129931;In pursuit of ferroelectricity inside domain walls||Applicant Project funding;2007;119895;Ferroelectricity in modified II-VI semiconductors||Applicant Project funding;2007;121563;Multicomponent multiferroic systems and new functionalities of ferroelectric/semiconductor heterostructures||Applicant Project funding;2006;113549;Ferroelectric lithography for advanced gates in semiconductors||Applicant Project funding;2005;112094;Domain nucleation and growth in realistic ferroelectric systems||Applicant Project funding;2004;105173;a) Ferroelectric nanolithography & semiconductor devices induced by rewritable polarization domain nanopatterns. b) Electromechanical response in ferroelectrics single - piezoelectric anisotropy and disorder effects.||Applicant Project funding;2003;103902;Domain nucleation in ferroelectrics||Applicant Project funding;2002;68122;Electromechanical response in ferroelectric single crystals and ceramics - Piezoelectric anisotropy and disorder effects||Applicant Project funding;2001;66886;Dielectric loss and electrical degradation in ferroelectrics (for high frequency applications)||Applicant Project funding;2000;61810;Extrinsic electromechanical response in ferroelectric materials - Domain wall contributions||Applicant Project funding;1999;59436;Dielectric loss and degradation in perovskite thin films||Applicant Project funding;1998;53934;Extrinsic Electromechanical Response in Ferroelectric Materials,13,TRUE,Setter Nava,26299
Sven,SEUKEN,StG,2018,Universität Zürich,MIAMI,Applicant Interdivisional projects;2014;156836;Trading off Strategyproofness and Efficiency in Matching Markets||Co-applicant Interdivisional projects;2013;153598;A Market-based Approach for Querying the Web of Data||Applicant Interdivisional projects;2012;147211;Foundations of Market User Interface Design and Applications to the Smart Grid,3,TRUE,Seuken Sven,600471
Mikhail,SHAPOSHNIKOV,AdG,2015,Ecole Polytechnique Fédérale de Lausanne,NuBSM,Applicant Project funding;2015;162927;La physique en dehors du modèle standard et l'univers primitif||Applicant Project funding;2012;149729;La physique en dehors du modèle standard et l'univers primitif||Co-applicant Sinergia;2012;141939;Experimental and theoretical study of neutrino oscillations: exploring new physics beyond the Standard Model of Elementary Particles||Applicant Project funding;2011;137649;La physique en dehors du modèle standard et l'univers primitif||Applicant Project funding;2009;126536;La physique en dehors du modèle standard et l'univers primitif||Co-applicant Sinergia;2008;125452;Experimental and theoretical study of neutrino oscillations: exploring new physics beyond the Standard Model of Elementary Particles||Applicant Project funding;2007;117679;La physique en dehors du modèle standard et de l'univers primitif||Applicant Project funding;2005;109274;La physique en dehors du modèle standard et l'univers primitif||Applicant Project funding;2003;101642;Physics beyond the standard model and the early universe||Applicant Project funding;2002;67958;Ultra-High Energy Cosmic Rays and Search for a New Physics||Applicant Project funding;2001;64859;Physics beyond the standard model and the early Universe||Co-applicant Project funding;1999;58947;a) Ultra-High Energy Cosmic Rays and Search for a New Physics b) Calculation of the rate of anomalous baryon number violation in high energy particle collisions||Applicant Project funding;1998;55560;Physics beyond the standard model and the early Universe,13,TRUE,Shaposhnikov Mikhail,100802
Lesya,SHCHUTSKA,StG,2017,Eidgenössische Technische Hochschule Zürich,MajorNet,NA,0,FALSE,NA,NA
Chih-Jen,SHIH,StG,2019,Eidgenössische Technische Hochschule Zürich,CQWLED,Applicant Project funding;2017;178944;Engineering Colloidal Perovskite Quantum Well Light Emitting Technology,1,TRUE,Shih Chih-Jen,666686
Mohammad Amin,SHOKROLLAHI,AdG,2008,Ecole Polytechnique Fédérale de Lausanne,ECC SciEng,"Applicant Project funding;2006;115983;Design, analysis and applications of fountain codes||Co-applicant Project funding;2003;103836;Efficient Network Coding||Applicant Project funding;2003;103683;Applications of algorithmic and combinatorial coding theory to cryptography||Applicant Project funding;2003;101495;Graph theoretic approach to the design and analysis of low-density party-check codes",4,TRUE,Shokrollahi Mohammad Amin,503383
Roland K. O.,SIGEL,StG,2010,Universität Zürich,MIRNA,Applicant Project funding;2008;124834;Coordination Chemistry within the Core of Large RNAs: Regulating Tertiary Contacts and Function||Applicant Project funding;2007;117999;Metal Ion-Sensing by Nucleic Acids in Nature and in the Test Tube||Applicant SNSF Professorships;2002;68733;Deciphering the Role of Metal Ions in RNA,3,TRUE,Sigel Roland K. O.,138231
Michael,SIGL,CoG,2018,Universität Bern,THERA,NA,0,FALSE,NA,NA
Ruth,SIGNORELL,AdG,2017,Eidgenössische Technische Hochschule Zürich,eDrop,"Applicant Project funding;2016;172472;Phase Transitions of Ultrafine Aerosol Particles: Condensation, Freezing, and Metal Formation in Confined Systems||Applicant Project funding;2014;159205;Interaction of Light with Ultrafine Aerosol Particles II||Applicant Project funding;2012;146368;Interaction of Light with Ultrafine Aerosol Particles",3,TRUE,Signorell Ruth,111764
Valerio,SIMONI,StG,2017,"Institut de Hautes Etudes Internationales et du
Developpement",BETLIV,Applicant Ambizione;2013;147946;The Transformation of Intimate and Economic Lives in Cuban Tourism and Migration,1,TRUE,Simoni Valerio,555108
Tania,SINGER,StG,2007,Universität Zürich,EMPATHICBRAIN,Applicant Project funding;2007;118254;Neuronal and Developmental Basis of Empathy and Emotion Control: fMRI Studies of Adults and Children Aged 6 to 12 Years,1,TRUE,Singer Tania,537941
Kevin,SIVULA,StG,2013,Ecole Polytechnique Fédérale de Lausanne,CEMOS,Applicant Project funding;2013;149251;Advancing Spinel Ferrite Photocathodes for Solar Fuel Production||Applicant Project funding;2012;144311;Directing crystallinity in conjugated polymer semiconductors,2,TRUE,Sivula Kevin,540419
Stanislav,SMIRNOV,AdG,2008,Université de Genève,CONFRA,"Co-applicant Project funding;2008;124482;Groupe de recherche en Probabilités et en Statistique||Applicant Project funding;2008;121675;Algèbre, Analyse, Géométrie et Physique||Co-applicant Project funding;2007;117596;Algèbre, Analyse, Géométrie et Physique||Co-applicant Project funding;2007;117641;Groupe de recherche en Probabilités et en Statistique||Co-applicant Project funding;2006;113256;Algèbre, Analyse, Géométrie et Physique||Co-applicant Project funding;2005;109175;Algèbre, Analyse, Géométrie et Physique||Applicant Project funding;2004;107588;Conformal Fractals",7,TRUE,Smirnov Stanislav,515066
Berend,SMIT,AdG,2014,Ecole Polytechnique Fédérale de Lausanne,MaGic,NA,0,FALSE,NA,NA
Berend,SNIJDER,StG,2018,Eidgenössische Technische Hochschule Zürich,SCIPER,Applicant SNSF Professorships;2015;163961;The Human (C)hemotype Project: Analyzing human-to-human variability in ex vivo drug response by automated microscopy of blood and integrative OMICs,1,TRUE,Snijder Berend,592047
Dominique,SOLDATI-FAVRE,AdG,2015,Université de Genève,ToxoPersist,Applicant Project funding;2015;166678;An integrated approach to elucidate the molecular mechanisms governing host cell invasion by the Apicomplexa||Co-applicant Sinergia;2015;160702;Cyst wall formation: a persistent challenge in Toxoplasmosis||Applicant Project funding;2012;147118;Actomyosin-based motility and organelles biogenesis in Apicomplexans||Applicant Project funding;2009;131073;Study of factors governing the invasive and replicative modes in Apicomplexa||Applicant Project funding;2006;116722;Molecular dissection of gliding motility and host cell invasion by the apicomplexa||Applicant Project funding;2003;102255;Dissection of gliding motility and host cell invasion by the apicomplexan parasites,6,TRUE,Soldati-Favre Dominique,17776
Fabien,SORIN,StG,2015,Ecole Polytechnique Fédérale de Lausanne,FLOWTONICS,Applicant Project funding;2012;146871;Fibres Optoélectroniques Nano-structurées,1,TRUE,Sorin Fabien,616298
Olga,SORKINE,StG,2012,Eidgenössische Technische Hochschule Zürich,iModel,Applicant Project funding;2011;137879;Interactive Shape Deformation and Animation,1,TRUE,Sorkine-Hornung Olga,592245
Nicola A.,SPALDIN,AdG,2011,Eidgenössische Technische Hochschule Zürich,CCICO,Applicant Project funding;2011;141357;Multi order-parameter coupling in naturally layered perovskite-related materials from first principles,1,TRUE,Spaldin Nicola A.,543822
Nicholas,SPENCER,AdG,2014,Eidgenössische Technische Hochschule Zürich,POLYBIOLUB,"Co-applicant Project funding;2014;159758;Photoresponsive polymer brush structures for smart surfaces||Applicant Project funding;2013;150114;Scale-bridging Morphological Gradients||Co-applicant Interdisciplinary projects;2012;146468;A roughness-gradient-based investigation of the role of blood-related immunological precursor steps to implant osseointegration||Applicant Project funding;2012;146601;Crosslinking in polymer brushes: influence of viscoelastic properties and vertical architecture on wear properties||Co-applicant Project funding;2011;140976;Photoresponsive polymer brush structures for smart surfaces||Co-applicant Project funding;2011;140452;Mechanisms of aqueous lubrication with amphiphilic polymers||Applicant Project funding;2011;140343;Understanding the role of sugar structure in natural lubrication mechanisms||Applicant Project funding;2011;138239;AQUALUBE - Water-based lubricants: theory and experiment||Co-applicant Sinergia;2011;136191;Designing Interactions across Interfaces in Ionic Liquids||Co-applicant Project funding;2010;134805;Kinetic adsorption trapping via vertical chemical gradients||Co-applicant Project funding;2010;132655;Responsive nanoparticle membranes||Applicant Project funding;2010;132254;Scale-bridging Morphological Gradients and Surface-Chemical Hypergradients||Co-applicant Project funding;2009;126905;Surface structuring by means of stimulated desorption of organic material||Applicant Project funding;2008;124405;Understanding the role of sugar and glycan structure in natural lubrication mechanisms||Co-applicant Project funding;2008;122167;Mechanisms of aqueous lubrication with amphiphilic polymers||Applicant Project funding (special);2007;120196;AQUALUBE - Water-based lubricants: theory and experiment||Co-applicant Project funding;2007;119748;Structure and Dynamics of confined films under shear and under variable thermodynamic conditions||Co-applicant Project funding;2006;116609;Investigation of the interaction between Diamond-like carboncoating and lubricant additives||Applicant Project funding;2006;116150;Single- and Multi-dimensional Surface Gradients and their Applications||Applicant Project funding;2004;107948;Massive heterofunctionalization by chemical and morphological gradients for combinatorial applications in tribology and cell biology||Co-applicant Project funding;2004;107452;Molecular relaxation mechanisms and their effect on the dynamics of boundary lubrication||Co-applicant Project funding;2004;105185;Investigation of the interaction between modified diamond-like carbon coatings and lubricant additives||Applicant Project funding;2003;104053;Massive heterofunctionalization by chemical and morphological gradients for combinatorial applications in tribology and cell biology||Co-applicant Project funding;2002;100384;Molecular relaxation mechanisms and their effect on the dynamics of boundary lubrication||Co-applicant Project funding;2000;64145;Molecular relaxation mechanisms and their effect on the dynamics of boundary lubrication||Applicant National Research Programmes (NRPs);1999;57548;The creation of surface macromoloecular docking sites by means of self-assembly||Co-applicant Project funding;1999;57111;Ultrathin organic layers on mica: Orientational properties, electronic structure and influences on mechanical properties of polymers||Co-applicant Project funding;1998;55463;Molecular relaxation mechanisms and their effect on the dynamics of boundary lubrication",28,TRUE,Spencer Nicholas D.,62621
Tanja,STADLER,StG,2013,Eidgenössische Technische Hochschule Zürich,PhyPD,Applicant Ambizione;2011;136820;Estimating epidemiological and evolutionary parameters from viral sequence data using phylogenetic methods,1,TRUE,Stadler Tanja,585943
Marco,STAMPANONI,StG,2012,Eidgenössische Technische Hochschule Zürich,PhaseX,Applicant Interdisciplinary projects;2010;135550;In-vivo study of lung physiology with sub-second X-ray tomographic microscopy||Co-applicant Project funding;2008;125397;How is the 3D-structure of the gas-exchange area altered during lung development and how is this influenced by the extracellular matrix?||Co-applicant Project funding;2005;109874;Lung Development. Are there two phases of alveolarization and which role does the extracellular matrix play?,3,TRUE,Stampanoni Marco,502974
Raji,STEINECK,AdG,2016,Universität Zürich,TIMEJ,"Co-applicant Project funding;2013;149693;Fliessende Welten. Aneignung japanischer Kunst und Kultur im europäischen Bühnentanz||Applicant Project funding;2012;146246;Fetisch und Wert - Uno Kôzô (1897-1977) und seine Schule im Licht der Marxschen Kritik der politischen Ökonomie||Applicant Project funding;2010;135056;Die normative Wirkung des Gesundheitsbegriffs von der Revision des Eugenik-Schutzgesetzes 1995 bis zum Gesundheitsförderungsgesetz 2007||Applicant Project funding;2009;129591;""Mit ein, zwei Beispielen werde ich Deine Missverständnisse ausräumen"" - Eine rhetorische Analyse klassischer Texte des japanischen Buddhismus",4,TRUE,Steineck Raji C.,559026
Ullrich,STEINER,AdG,2018,Université de Fribourg,PrISMoID,Applicant Project funding;2015;163220;Self-assembled optical metamaterials||Co-applicant National Research Programmes (NRPs);2014;153990;Novel Generation Perovskite Devices||Applicant National Research Programmes (NRPs);2014;153764;Hierarchically structured materials for super-capacitors and batteries,3,TRUE,Steiner Ullrich,572906
Aldo,STEINFELD,AdG,2012,Eidgenössische Technische Hochschule Zürich,SUNFUELS,"Applicant Project funding;2011;141017;Measurement and simulation of snow metamorphism and effective transport properties under advective conditions using in-situ micro-tomography||Applicant Project funding;2009;126512;Reduction of CO2 via two-step solar thermochemical cycles using redox pairs - thermodynamics, kinetics, and reactor technolog||Applicant Project funding;2006;115888;Solar hydrogen via steam-gasification of carbonaceous materials under direct high-flux irradiation - Heat & mass transfer phenomena",3,TRUE,Steinfeld Aldo,101053
Francesco,STELLACCI,AdG,2019,Ecole Polytechnique Fédérale de Lausanne,NaCRe,Applicant Project funding;2018;185062;Patchy Particles and Interfaces||Applicant Sinergia;2017;180323;Novel virucidal drugs: From basic to in vivo studies||Applicant Project funding;2014;159977;Patchy Particles and Surfaces: Characterization and Applications||Applicant Project funding;2011;140620;Patchy Particles and Surfaces||Applicant Project funding;2011;140533;Molecular-level electric modulation of solid-liquid interfaces||Applicant National Research Programmes (NRPs);2010;131259;Novel Nanoparticles for Efficient and Safe Drug Delivery||Applicant Interdisciplinary projects;2010;132079;Cell membrane penetrating ‘striped’ nanoparticles: from fundamental studies to the creation of ideal ‘marker’ and ‘reporter’ particles,7,TRUE,Stellacci Francesco,574307
Veerle,STERKEN,StG,2019,Eidgenössische Technische Hochschule Zürich,ASTRODUST,NA,0,FALSE,NA,NA
David,STEURER,CoG,2018,Eidgenössische Technische Hochschule Zürich,UTOPEST,NA,0,FALSE,NA,NA
Markus,STOFFEL,AdG,2009,Eidgenössische Technische Hochschule Zürich,MetaboloMirs,Co-applicant Sinergia;2009;130576;miRNAs as integrative determinants of the keratinocyte response to UVB.||Co-applicant Project funding;2008;125260;Studien zur Klimageschichte der Westalpen vom Mittelalter bis zur Zeit der amtlichen Messreihen,2,TRUE,Stoffel Markus,509570
Sabine,STOLL,CoG,2013,Universität Zürich,ACQDIV,NA,0,FALSE,NA,NA
Benjamin,STRAUMANN,CoG,2019,Universität Zürich,JustCity,NA,0,FALSE,NA,NA
Nathalie,STROEYMEYT,StG,2018,Université de Fribourg,DISEASE,Applicant Eccellenza;2018;181209;Disease Risk and Immune Strategies in Social Insects,1,TRUE,Stroeymeyt Nathalie,710531
Shana,STURLA,StG,2010,Eidgenössische Technische Hochschule Zürich,DNA‐AMP,NA,0,FALSE,NA,NA
Thomas,SÜDMEYER,StG,2011,Universität Bern,MEGA‐XUV,Applicant Project funding;2011;141338;Fundamental metrology with laser-cooled atoms and optical frequency combs||Co-applicant Project funding;2010;135069;High intensity physics with modelocked high power laser oscillators||Co-applicant Project funding;2007;120229;High intensity physics with mode-locked high power lasers||Co-applicant Project funding;2005;112040;Physik bei hohen Intensitäten mit modengekoppelten Hochleistungslasern,4,TRUE,Südmeyer Thomas,524243
Ola,SVENSSON,StG,2013,Ecole Polytechnique Fédérale de Lausanne,OptApprox,NA,0,FALSE,NA,NA
Melody A.,SWARTZ,StG,2007,Ecole Polytechnique Fédérale de Lausanne,DC‐LYMPH,Applicant Project funding;2007;118191;Mechanisms of tumor cell entry and trafficking in lymphatic vessels and lymph nodes||Applicant Project funding;2004;107602;Interplay between biophysical vs. molecular regulation of lymphatic morphogenesis,2,TRUE,Swartz Melody,515068
Alain-Sol,SZNITMAN,AdG,2009,Eidgenössische Technische Hochschule Zürich,RWPERCRI,"Co-applicant Project funding;2009;129650;Mathematical Research: Ergodic Theory, Analytic Number Theory, Algebraic Geometry, Symplectic Topology, Integrable Systems, Representation Theory, Numerics, Stochastics, Nonlinear PDEs||Co-applicant Project funding;2004;105171;Mathematical Research: Relativitiy, Geometric PDEs, Stochastics, Groups and Geometric Structures, Symplectic Geometry, Number Theory,||Applicant Project funding;2003;103466;Ballistic Random Walks and Diffusions in Random Environment||Co-applicant Project funding;2001;65014;Mathematical Research: Ergodic Theory, Geometry, Number Theory, PDE, Relativity, Stochastics, Symplectic Geometry",4,TRUE,Sznitman Alain-Sol,62396
Lucie,TAJCMANOVA,StG,2013,Eidgenössische Technische Hochschule Zürich,MADE‐IN‐EARTH,NA,0,FALSE,NA,NA
Li,TANG,StG,2018,Ecole Polytechnique Fédérale de Lausanne,MechanoIMM,Applicant Interdivisional projects;2016;173243;Immunoengineering through responsive nanoparticle drug delivery,1,TRUE,Tang Li,692654
Vincent,TASSION,StG,2019,Eidgenössische Technische Hochschule Zürich,CriSP,NA,0,FALSE,NA,NA
Savas,TAY,StG,2013,Eidgenössische Technische Hochschule Zürich,SingleCellDynamics,Applicant Interdivisional projects;2011;141299;Optofluidic single-cell analysis platform for systems immunology,1,TRUE,Tay Savas,594615
Jordi,TEJEL GORGAS,CoG,2016,"Institut de Hautes Etudes Internationales et du
Developpement",BORDER,"Applicant SNSF Professorships;2009;128277;States, Minorities and Conflicts in the Middle East: A Comparative Study of the Durability of States, Regimes and Dissident Movements in Iraq, Iran, Syria and Turkey, 1948-2003",1,TRUE,Tejel Gorgas Jordi,527985
Ludovic,TELLEY,StG,2017,Université de Lausanne,CERDEV,NA,0,FALSE,NA,NA
Friedrich-Karl,THIELEMANN,AdG,2012,Universität Basel,FISH,"Applicant Project funding;2012;144514;Astrophysical Processes, their Simulation and Related Nuclear Physics Issues||Applicant Project funding;2010;132816;Astrophysical Processes, their Simulation and Related Nuclear Physics Issues||Applicant Project funding;2008;122287;Astrophysical Processes, their simulation and related nuclear physics issues||Applicant Project funding;2006;113984;Astrophysical Processes, their simulation and related nuclear physics issues||Applicant Project funding;2004;105328;Theoretical Astrophysics and Supporting Topics in Nuclear Physics||Applicant Project funding;2002;68031;Theoretical Astrophysics and Supporting Topics in Nuclear Physics||Applicant Project funding;2000;61822;Theoretische Astrophysik und ihre kernphysikalischen Grundlagen||Applicant Project funding;1998;53798;Theoretische Astrophysik und ihre kernphysikalischen Grundlagen",8,TRUE,Thielemann Friedrich K.,57957
Mathias,THOENIG,StG,2012,Université de Lausanne,GRIEVANCES,NA,0,FALSE,NA,NA
Nicolas,THOMA,StG,2010,Friedrich Miescher Institute for Biomedical Research,MoBa‐CS,Applicant Project funding;2009;129932;Investigation of the solar system with in situ mass spectrometry and remote sensing techniques||Applicant Project funding;2007;120091;Investigation of the solar system with in situ mass spectrometry and remote sensing techniques||Applicant Project funding;2007;120205;Structural studies of the molecular defence against skin cancer||Applicant Project funding;2006;116189;Investigation of the solar system with in situ mass spectrometry and remote sensing techniques||Co-applicant Project funding;2005;112228;Investigation of the solar system with in situ mass spectrometry and remote sensing techniques||Co-applicant Project funding;2004;107577;Investigation of the solar system with in situ mass spectrometry and remote sensing techniques||Co-applicant Project funding;2003;103586;Investigation of the Solar System with in situ Mass Spectrometry and remote sensing techniques||Co-applicant Project funding;2002;100649;Investigation of the Solar System with in situ Mass Spectrometry and remote sensing techniques,8,TRUE,Thomas Nicolas,500313
Ronny,THOMALE,StG,2013,Ecole Polytechnique Fédérale de Lausanne,Topolectrics,NA,0,FALSE,NA,NA
Bernard,THORENS,AdG,2010,Université de Lausanne,INSIGHT,Applicant Project funding;2009;128657;Glucose as a central signal to regulate glucose and energy homeostasis||Co-applicant Project funding;2007;120472;Study of new genes potentially involved in adipose tissue development||Applicant Project funding;2006;113525;Glucose as a central signal to regulate glucose and energy homeostasis||Co-applicant Project funding;2005;109737;Environmental and genetic factors in the development of hepatic and extrahepatic insulin resistance in humans||Applicant Project funding;2001;65219;Glucose transporters and central glucodetection||Applicant National Research Programmes (NRPs);2000;58682;Development and preclinical assessment of a bioartificial pancreas||Co-applicant Project funding;1999;59017;Role of nitric oxide in the regulation of insulin's metabolic and vascular actions||Co-applicant Project funding;1998;55881;Molecular characterization of a portal vein glucose sensor con- trolling glucose homeostasis,8,TRUE,Thorens Bernard,23171
Willy,TINNER,SyG,2018,Universität Bern,EXPLO,"Applicant Project funding;2018;182084;Exploring prehistoric vegetational and agricultural dynamics using annually laminated sediment records from Central and Southern Europe (ECSE)||Co-applicant Sinergia;2014;154450;Paleo fires from high-alpine ice cores||Co-applicant Interdisciplinary projects;2013;152862;Beyond lake settlements: Studying Neolithic environmental changes and human impact at small lakes in Switzerland, Germany and Austria.||Applicant Project funding;2013;149203;Exploring eight millennia of climatic, vegetational and agricultural dynamics on the Swiss Plateau by using annually layered sedimentary time series||Applicant Project funding;2010;134616;Paleo-environmental and modeling insights into Mediterranean fire-vegetation interactions in response to Holocene climate and land use changes||Applicant SNSF Professorships;2006;114886;Long-term dynamics of Mediterranean vegetation in response to climatic change and disturbance: combining paleoecological and dynamic modelling approaches||Co-applicant Project funding;2003;103735;Smoothing and regression in palaeoenvironmental research: Species distributions, fire events, climate change, and long-term variations in vegetation in Switzerland||Applicant Project funding;2003;102272;Long-term fire and vegetation dynamics of Mediterranean ecosystems: a case study in the peri-Adriatic region",8,TRUE,Tinner Willy,66035
Mirko,TRAJKOVSKI,CoG,2018,Université de Genève,Healthybiota,Applicant SNSF Professorships;2012;144886;MicroRNAs role in brown and white adipose tissue differentiation and function,1,TRUE,Trajkovski Mirko,607497
Philipp,TREUTLEIN,StG,2015,Universität Basel,MODULAR,Applicant Project funding;2013;149901;Many-particle entanglement on atom chips||Co-applicant Project funding;2011;140311;Visitor program for Basel Center for Quantum Computing and Quantum Coherence ('QC2 Basel')||Applicant Project funding;2010;132519;Entanglement on Atom Chips,3,TRUE,Treutlein Philipp,575635
Jean-Marc,TRISCONE,SyG,2012,Université de Genève,Q-MAC,"Applicant Project funding;2011;140534;Propriétés électroniques de couches minces d'oxydes ferroélectriques, ferromagnétiques et multiferroiques et hétérostructures||Applicant Project funding;2011;140626;Propriétés électroniques de systèmes à basses dimensions||Co-applicant Sinergia;2011;136299;Thermoeletric oxides  TEO||Applicant Project funding;2009;129989;Propriétés électroniques de couches minces d'oxydes ferroélectriques, ferromagnétiques et multiferroiques et hétérostructures||Applicant Project funding;2009;130534;Propriétés électroniques de systèmes à basses dimensions||Applicant Project funding;2007;117901;Propriétés électroniques de systèmes à basses dimensions||Applicant Project funding;2007;117925;Propriétés électroniques de couches minces d'oxydes ferroélectriques, ferromagnétiques et multiferroiques||Applicant Project funding;2005;109605;Propriétés électroniques de systèmes à basses dimensions||Applicant Project funding;2005;109595;Propriétés électroniques de couches minces d'oxydes magnétiques||Applicant Project funding;2004;105479;Propriétés électroniques de couches minces d'oxydes magnétiques||Applicant Project funding;2004;105488;Propriétés électroniques de systèmes à basses dimensions||Applicant Project funding;2003;101865;Propriétés électroniques de systèmes à basses dimensions||Applicant Project funding;2003;101870;Propriétés électroniques de couches minces d'oxydes magnétiques||Co-applicant Project funding;2002;67963;Propriétés électroniques des métaux et alliages ainsi que de leurs surfaces||Co-applicant Project funding;2001;65079;Propriétés électroniques des métaux et alliages ainsi que de leurs surfaces||Co-applicant Project funding;2000;61733;Propriétés électroniques des métaux et alliages ainsi que de leurs surfaces||Applicant Project funding;1999;56935;Epitaxial layer by layer grown oxide films||Co-applicant Project funding;1999;56975;Propriétés électroniques des métaux et alliages ainsi que de leurs surfaces||Co-applicant Project funding;1998;53851;Propriétés électroniques des métaux et alliages ainsi que de leurs surfaces||Co-applicant Project funding;1998;53937;Etude par microscopie électronique à transmission des parois de domaines ferro-électriques au voisinage d'un point critique",20,TRUE,Triscone Jean-Marc,15306
Didier,TRONO,AdG,2010,Ecole Polytechnique Fédérale de Lausanne,KRABnKAP,Applicant Project funding;2010;135713;Innate defenses against retroelements||Applicant National Research Programmes (NRPs);2009;128157;KRAB/KAP1 epigenetic regulation and pluripotent stem cell homeostasis||Applicant Sinergia;2008;122691;KRAB/KAP1 epigenetic regulation in the control of memory and emotional traits: from mice to humans.||Applicant Project funding;2007;120035;Innate defenses against retroelements||Co-applicant Project funding;2005;109814;Biosafety and efficacy of lentiviral-mediated ex vivo gene therapy in a large animal model of liver disease: the Watanabe rabbit||Applicant Project funding;2002;100886;HIV accessory proteins and the biology of the cell||Co-applicant Project funding;2001;67273;Liver-directed gene therapy in the animal model of Crigler Najjartype I (Gunn rat)||Co-applicant Project funding;1999;57050;Multidrug-resistant HIV: gag-pol polymorphisms in p1/p6 Gag/p6 Pol as novel mechanisms of resistance||Co-applicant Project funding;1998;53846;Evaluation of lentiviral vectors expressing neurotrophic factors and anti-apoptotic proteins in rodent models of Huntington's disease||Co-applicant Project funding;1998;53890;Studies on the prevention of motoneuron cell death using animal models,10,TRUE,Trono Didier,72207
Matthias,TROYER,AdG,2011,Eidgenössische Technische Hochschule Zürich,SIMCOFE,"Applicant Project funding;2011;140224;Simulation of Correlated Quantum Many Body Systems||Co-applicant Project funding;2010;131809;Research in Theoretical, Mathematical and Computational Physics||Applicant Project funding;2008;124538;Simulation of Novel Phases in Correlated Quantum Systems||Co-applicant Project funding;2008;121942;Research in Theoretical, Mathematical and Computational Physics||Applicant Project funding;2006;116634;Exotic Phases and Phase Transitions in Quantum Systems||Applicant Project funding;2004;107561;Unconventional Phases and Phase Transitions in Quantum Lattice Models||Applicant Project funding;2002;100521;Quantum phase transitions in dissipative, disordered and trapped systems||Applicant SNSF Professorships;1999;57941;Quantum phase transitions and strongly correlated systems",8,TRUE,Troyer Matthias,38172
Yury,TSYBIN,StG,2011,Ecole Polytechnique Fédérale de Lausanne,SRMS4HESUS,Applicant Project funding;2011;141265;Understanding Energy Absorption and Relaxation Pathways in Dehydrated Biomolecular Systems upon Electron Capture and Transfer Dissociation for Probing Peptide and Protein Structures and Interactions||Applicant Project funding;2008;125147;Understanding Energy Absorption and Relaxation Pathways in Dehydrated Biomolecular Systems upon Electron Capture and Transfer Dissociation for Probing Peptide and Protein Structures and Interactions||Co-applicant Project funding;2006;116374;Rational design of organo-ruthenium anticancer compounds with novel modes of action,3,TRUE,Tsybin Yury,533639
Ted,TURLINGS,AdG,2017,Université de Neuchâtel,AGRISCENTS,Co-applicant National Research Programmes (NRPs);2007;115715;Multitrophic interactions of transgenic Bacillus thuringiensis (Bt) maize with the soil ecosystem,1,TRUE,Tulings Ted,537044
